date,wave,state,sex,income,employ,region,media,educ,gore,bush,party,prepref,bush.sum,media.sum,gore.sum,party.dummy
20000127,1,MN,male,7,4,4,17,3,NA,NA,Dem,2,3964,17,1003,1
20000126,1,CO,male,5,1,8,11,3,NA,NA,Repub,1,3988,11,3988,0
20000127,1,CT,female,5,6,1,22,3,NA,NA,Repub,1,3988,22,3988,0
20000129,1,NC,female,5,1,5,21,7,13,11,Repub,1,11,21,13,0
20000126,1,NH,female,3,1,1,17,7,NA,NA,Dem,2,3988,17,3988,1
20000123,1,NJ,female,NA,1,2,19,7,NA,NA,NA,3,3988,19,3988,0
20000123,1,OH,male,3,4,3,8,3,NA,NA,Dem,2,3988,8,3988,1
20000123,1,TX,female,5,1,7,10,5,NA,NA,NA,997,3988,10,3988,0
20000125,1,AZ,female,3,1,8,19,5,NA,NA,Repub,1,3988,19,3988,0
20000126,1,AZ,female,1,1,8,15,2,NA,NA,Dem,2,3988,15,3988,1
20000124,1,TX,male,7,1,7,14,9,NA,NA,Repub,1,3988,14,3988,0
20000128,1,TX,male,1,7,7,2,5,NA,NA,Repub,1,3988,2,3988,0
20000124,1,OH,female,NA,4,3,17,1,NA,NA,Repub,1,3988,17,3988,0
20000124,1,IA,male,8,1,4,9,7,NA,NA,Repub,1,3988,9,3988,0
20000125,1,TX,female,3,6,7,16,5,NA,NA,Repub,1,3988,16,3988,0
20000126,1,CA,male,8,1,9,19,9,12,12,Repub,1,12,19,12,0
20000126,1,CA,male,4,1,9,4,1,NA,NA,Repub,1,3988,4,3988,0
20000128,1,PA,male,6,1,2,12,9,NA,NA,Repub,1,3988,12,3988,0
20000124,1,FL,male,7,1,5,26,5,NA,NA,Repub,1,3988,26,3988,0
20000124,1,TX,male,6,1,7,19,7,NA,NA,Repub,1,3988,19,3988,0
20000126,1,CA,female,5,2,9,28,8,NA,NA,Dem,2,3988,28,3988,1
20000123,1,OH,male,2,4,3,32,3,8,4,Repub,1,4,32,8,0
20000125,1,VA,female,3,2,5,3,7,NA,NA,NA,997,3988,3,3988,0
20000125,1,OH,male,4,1,3,21,3,12,8,Repub,1,8,21,12,0
20000123,1,KS,female,2,1,4,20,3,16,NA,Repub,1,1003,20,16,0
20000128,1,TX,male,3,1,7,9,3,NA,8,Repub,1,8,9,3992,0
20000128,1,CA,female,6,1,9,14,7,10,10,Dem,2,10,14,10,1
20000129,1,OH,male,4,1,3,10,3,8,8,Dem,2,8,10,8,1
20000127,1,TN,female,7,1,6,25,4,NA,NA,Dem,2,3988,25,3988,1
20000127,1,VA,female,7,2,5,11,5,NA,NA,Dem,2,3988,11,3988,1
20000123,1,GA,female,6,1,5,12,9,NA,NA,Dem,2,3988,12,3988,1
20000123,1,AL,female,7,1,6,9,3,13,4,Repub,1,4,9,13,0
20000128,1,LA,male,1,5,7,21,1,NA,NA,NA,997,3988,21,3988,0
20000127,1,MO,male,5,1,4,11,4,12,12,Repub,1,12,11,12,0
20000128,1,MO,male,7,1,4,18,8,13,8,Repub,1,8,18,13,0
20000126,1,NJ,male,8,4,2,28,7,11,10,Repub,1,10,28,11,0
20000128,1,TN,male,5,1,6,19,9,10,4,Repub,1,4,19,10,0
20000125,1,KS,male,5,1,4,15,5,8,9,Dem,2,9,15,8,1
20000124,1,CA,male,4,3,9,20,3,NA,NA,NA,997,3988,20,3988,0
20000123,1,TX,female,4,1,7,17,3,NA,NA,Repub,1,3988,17,3988,0
20000126,1,TX,male,4,1,7,11,3,NA,NA,Repub,1,3988,11,3988,0
20000124,1,CA,female,9,2,9,12,7,14,11,Dem,2,11,12,14,1
20000123,1,VA,female,2,1,5,5,3,NA,NA,Repub,1,3988,5,3988,0
20000125,1,GA,male,6,1,5,20,9,11,11,Repub,1,11,20,11,0
20000125,1,TN,male,4,1,6,25,3,NA,NA,Repub,1,3988,25,3988,0
20000124,1,TX,male,3,1,7,14,7,11,10,Repub,1,10,14,11,0
20000124,1,AZ,male,2,4,8,17,3,11,12,Dem,2,12,17,11,1
20000127,1,CA,female,1,7,9,13,7,NA,NA,Dem,2,3988,13,3988,1
20000126,1,SC,female,2,2,5,25,3,16,4,Repub,1,4,25,16,0
20000125,1,NC,female,2,1,5,15,5,NA,10,Repub,1,10,15,1007,0
20000127,1,LA,female,NA,2,7,19,NA,NA,NA,Dem,2,3988,19,3988,1
20000125,1,IA,male,4,4,4,14,7,14,8,Repub,1,8,14,14,0
20000125,1,OK,male,2,4,7,7,3,NA,NA,Repub,1,3988,7,3988,0
20000123,1,IL,male,8,1,3,20,7,NA,NA,Repub,1,3988,20,3988,0
20000124,1,MO,male,3,1,4,16,3,NA,NA,Dem,2,3988,16,3988,1
20000126,1,TX,male,5,1,7,22,6,NA,NA,Repub,1,3988,22,3988,0
20000124,1,AZ,male,4,4,8,33,2,14,11,Repub,1,11,33,14,0
20000126,1,NJ,male,6,4,2,21,5,NA,NA,Repub,1,3988,21,3988,0
20000126,1,IA,male,7,1,4,21,7,NA,NA,Repub,1,3988,21,3988,0
20000126,1,IL,female,2,1,3,21,7,16,6,Repub,1,6,21,16,0
20000125,1,NY,female,7,1,2,16,9,8,10,Dem,2,10,16,8,1
20000126,1,CT,male,6,1,1,10,7,NA,NA,Repub,1,3988,10,3988,0
20000123,1,WI,female,6,1,3,17,9,8,11,Dem,2,11,17,8,1
20000123,1,MN,male,6,1,4,18,7,NA,NA,NA,4,3988,18,3988,0
20000125,1,KS,female,NA,1,4,21,5,NA,9,Repub,1,9,21,3964,0
20000124,1,AZ,male,2,4,8,15,3,NA,NA,Dem,2,3988,15,3988,1
20000124,1,WA,female,6,4,9,21,5,NA,NA,Repub,1,3988,21,3988,0
20000124,1,NC,male,5,3,5,18,4,12,12,Repub,1,12,18,12,0
20000125,1,GA,male,7,4,5,22,5,6,4,Repub,1,4,22,6,0
20000125,1,MA,male,9,1,1,16,7,NA,NA,Dem,2,3988,16,3988,1
20000126,1,MI,male,3,1,3,7,3,NA,NA,Repub,1,3988,7,3988,0
20000127,1,TX,male,1,1,7,9,2,NA,NA,Repub,1,3988,9,3988,0
20000126,1,IA,female,5,6,4,19,6,NA,NA,Dem,2,3988,19,3988,1
20000128,1,MN,female,4,1,4,2,6,NA,NA,Repub,1,3988,2,3988,0
20000124,1,OK,female,4,2,7,28,5,NA,NA,Repub,1,3988,28,3988,0
20000126,1,CO,male,4,5,8,15,3,NA,NA,Repub,1,3988,15,3988,0
20000126,1,CA,male,8,1,9,14,8,NA,NA,Dem,2,3988,14,3988,1
20000123,1,CA,female,4,6,9,28,6,NA,NA,Dem,2,3988,28,3988,1
20000126,1,PA,male,8,1,2,2,9,NA,NA,Repub,1,3988,2,3988,0
20000123,1,KY,female,1,7,6,20,5,NA,NA,Dem,2,3988,20,3988,1
20000126,1,NE,male,6,4,4,23,3,NA,NA,Repub,1,3988,23,3988,0
20000125,1,CO,female,6,7,8,7,5,NA,NA,Repub,1,3988,7,3988,0
20000126,1,CA,female,9,2,9,17,3,NA,NA,Repub,1,3988,17,3988,0
20000127,1,CA,female,6,1,9,6,9,NA,NA,Repub,1,3988,6,3988,0
20000127,1,CA,male,NA,1,9,23,9,NA,NA,Repub,1,3988,23,3988,0
20000124,1,CA,male,NA,2,9,11,5,NA,NA,Dem,2,3988,11,3988,1
20000127,1,VA,male,5,4,5,28,9,7,8,NA,997,8,28,7,0
20000125,1,NY,male,4,1,2,3,5,15,9,Repub,1,9,3,15,0
20000124,1,AL,female,NA,4,6,28,3,NA,NA,Dem,2,3988,28,3988,1
20000123,1,SD,female,3,4,4,19,5,NA,NA,Dem,2,3988,19,3988,1
20000129,1,WV,female,5,4,5,24,5,NA,NA,Dem,2,3988,24,3988,1
20000127,1,FL,female,NA,6,5,14,5,NA,NA,NA,997,3964,14,3964,0
20000123,1,NC,male,7,1,5,14,3,NA,NA,Dem,2,3988,14,3988,1
20000125,1,GA,male,7,1,5,13,4,14,6,Repub,1,6,13,14,0
20000128,1,OH,male,7,1,3,13,9,10,8,Repub,1,8,13,10,0
20000126,1,TX,male,1,7,7,28,6,NA,NA,Dem,2,3988,28,3988,1
20000123,1,WI,female,6,6,3,14,3,14,7,Repub,1,7,14,14,0
20000125,1,CO,female,NA,4,8,13,9,9,15,Dem,2,15,13,9,1
20000124,1,VA,male,5,7,5,9,5,NA,NA,Repub,1,3988,9,3988,0
20000128,1,GA,male,1,1,5,5,1,NA,NA,NA,997,3988,5,3988,0
20000127,1,NV,male,6,2,8,20,7,NA,NA,Dem,2,3988,20,3988,1
20000123,1,NC,male,5,1,5,9,3,NA,NA,NA,997,3988,9,3988,0
20000127,1,FL,female,3,7,5,11,2,NA,NA,Repub,1,3988,11,3988,0
20000125,1,VA,male,NA,4,5,14,1,NA,NA,Repub,1,3988,14,3988,0
20000123,1,VT,female,4,1,1,27,6,NA,NA,Dem,2,3988,27,3988,1
20000127,1,MI,male,3,1,3,9,3,NA,NA,Dem,2,3988,9,3988,1
20000123,1,KS,male,6,1,4,20,3,9,8,Repub,1,8,20,9,0
20000123,1,WI,male,1,4,3,7,3,NA,NA,Repub,1,3988,7,3988,0
20000127,1,FL,female,1,2,5,23,2,14,7,Repub,1,7,23,14,0
20000124,1,NY,female,6,4,2,16,4,NA,NA,Repub,1,3988,16,3988,0
20000125,1,MA,female,8,6,1,20,3,8,11,Dem,2,11,20,8,1
20000127,1,OK,female,6,1,7,19,9,NA,NA,Dem,2,3988,19,3988,1
20000126,1,IL,female,8,3,3,17,9,NA,NA,NA,3,3988,17,3988,0
20000125,1,IL,female,5,7,3,13,7,NA,NA,Dem,2,3988,13,3988,1
20000124,1,WI,female,3,4,3,13,4,NA,NA,Dem,2,3988,13,3988,1
20000126,1,CO,female,7,2,8,15,7,NA,NA,Repub,1,3988,15,3988,0
20000124,1,CA,male,5,1,9,16,6,NA,NA,Repub,1,3988,16,3988,0
20000123,1,NY,female,4,4,2,22,7,NA,NA,Repub,1,3988,22,3988,0
20000123,1,FL,female,4,1,5,15,2,NA,NA,Dem,2,3988,15,3988,1
20000125,1,MA,female,2,4,1,23,5,NA,NA,Dem,2,3988,23,3988,1
20000128,1,CA,female,4,1,9,10,6,NA,NA,Dem,2,3988,10,3988,1
20000124,1,CA,female,1,4,9,12,5,NA,NA,Dem,2,3988,12,3988,1
20000127,1,DE,male,8,1,5,22,7,NA,NA,Repub,1,3988,22,3988,0
20000123,1,NY,male,6,1,2,12,7,13,9,Repub,1,9,12,13,0
20000127,1,KY,female,6,1,6,20,6,10,8,Repub,1,8,20,10,0
20000124,1,MA,female,9,2,1,8,9,9,13,Dem,2,13,8,9,1
20000124,1,ID,male,6,1,8,15,7,NA,NA,Dem,2,3988,15,3988,1
20000126,1,CA,male,2,1,9,15,4,NA,NA,Repub,1,3988,15,3988,0
20000124,1,CA,female,3,1,9,4,9,NA,NA,Dem,2,3988,4,3988,1
20000127,1,PA,female,5,1,2,29,7,7,8,Dem,2,8,29,7,1
20000127,1,NY,female,4,3,2,17,3,NA,NA,Repub,1,3988,17,3988,0
20000123,1,OH,male,NA,2,3,13,2,7,11,Dem,2,11,13,7,1
20000126,1,IN,female,6,1,3,16,7,10,8,Repub,1,8,16,10,0
20000124,1,KS,male,1,2,4,13,5,NA,NA,Dem,2,3988,13,3988,1
20000127,1,PA,female,1,1,2,19,3,8,NA,Dem,2,3964,19,8,1
20000126,1,IL,female,1,4,3,13,3,NA,NA,Dem,2,3988,13,3988,1
20000127,1,IN,male,5,1,3,16,9,14,8,Repub,1,8,16,14,0
20000126,1,NM,female,2,2,8,5,3,7,NA,Dem,2,1001,5,7,1
20000128,1,NV,female,NA,4,8,21,6,NA,NA,Repub,1,2996,21,2997,0
20000126,1,MI,male,3,5,3,18,3,NA,NA,Dem,2,3988,18,3988,1
20000126,1,NC,male,9,1,5,23,9,NA,NA,Repub,1,3988,23,3988,0
20000124,1,TX,female,7,1,7,19,2,NA,NA,Repub,1,3988,19,3988,0
20000129,1,KS,female,NA,6,4,14,7,NA,NA,Repub,1,3988,14,3988,0
20000124,1,WI,male,5,1,3,9,6,NA,NA,Dem,2,3988,9,3988,1
20000126,1,SD,male,4,1,4,21,3,NA,NA,Repub,1,3988,21,3988,0
20000125,1,TX,female,5,1,7,15,6,NA,NA,Dem,2,3988,15,3988,1
20000125,1,OR,male,6,1,9,9,6,NA,NA,Dem,2,3988,9,3988,1
20000127,1,CA,male,3,1,9,9,6,NA,NA,Dem,2,3988,9,3988,1
20000127,1,NH,male,4,2,1,21,6,NA,NA,Repub,1,3988,21,3988,0
20000129,1,TX,male,8,1,7,19,9,10,8,Repub,1,8,19,10,0
20000123,1,WI,female,5,1,3,15,6,NA,NA,Repub,1,3988,15,3988,0
20000127,1,ND,female,3,1,4,6,5,NA,NA,Dem,2,3988,6,3988,1
20000126,1,NC,female,4,6,5,14,5,NA,NA,Dem,2,3988,14,3988,1
20000125,1,IN,female,3,2,3,14,4,NA,NA,NA,997,3988,14,3988,0
20000129,1,MN,female,8,1,4,NA,3,NA,NA,NA,997,3988,1019,3988,0
20000125,1,UT,female,5,6,8,1,3,NA,7,Repub,1,7,1,3964,0
20000123,1,CA,male,8,1,9,22,7,NA,NA,Dem,2,3988,22,3988,1
20000123,1,CT,male,8,1,1,19,7,14,6,Repub,1,6,19,14,0
20000126,1,NY,male,7,4,2,7,8,NA,NA,Dem,2,3988,7,3988,1
20000123,1,NC,male,4,1,5,26,3,9,5,Repub,1,5,26,9,0
20000125,1,NY,female,8,1,2,19,5,10,9,Repub,1,9,19,10,0
20000125,1,MO,male,5,5,4,21,5,6,8,Dem,2,8,21,6,1
20000124,1,SD,male,5,1,4,32,1,NA,NA,Repub,1,3988,32,3988,0
20000124,1,CO,male,6,1,8,10,7,NA,NA,NA,4,3988,10,3988,0
20000128,1,CA,female,NA,8,9,0,1,NA,NA,NA,997,3964,0,3964,0
20000125,1,DE,male,5,1,5,13,7,NA,NA,Dem,2,3988,13,3988,1
20000123,1,RI,male,7,1,1,27,7,7,9,Dem,2,9,27,7,1
20000123,1,VT,male,5,1,1,4,3,NA,NA,Repub,1,3988,4,3988,0
20000126,1,SC,male,4,1,5,28,6,NA,NA,Dem,2,3988,28,3988,1
20000128,1,MO,female,1,4,4,16,5,NA,NA,Dem,2,3988,16,3988,1
20000127,1,CA,male,8,1,9,14,6,NA,NA,Repub,1,3988,14,3988,0
20000125,1,PA,male,7,1,2,18,3,NA,NA,Dem,2,3988,18,3988,1
20000123,1,SC,female,7,2,5,14,3,NA,NA,Dem,2,3988,14,3988,1
20000129,1,WI,male,7,1,3,2,6,NA,NA,Repub,1,3988,2,3988,0
20000123,1,CA,male,NA,1,9,11,3,NA,NA,Repub,1,3988,11,3988,0
20000126,1,OR,female,NA,6,9,15,2,NA,10,Repub,1,10,15,3964,0
20000126,1,CA,male,1,2,9,8,1,NA,NA,Dem,2,3988,8,3988,1
20000123,1,PA,female,NA,1,2,11,7,NA,NA,Repub,1,3988,11,3988,0
20000124,1,IL,female,1,5,3,16,3,NA,NA,Dem,2,3988,16,3988,1
20000124,1,FL,male,5,1,5,23,3,NA,NA,Dem,2,3988,23,3988,1
20000127,1,CA,female,5,1,9,12,9,NA,NA,Dem,2,3988,12,3988,1
20000125,1,RI,male,5,1,1,9,2,NA,13,NA,997,13,9,2000,0
20000127,1,KY,female,1,1,6,20,3,NA,NA,Dem,2,3988,20,3988,1
20000127,1,NY,female,2,3,2,21,1,NA,7,Repub,1,7,21,3964,0
20000123,1,AR,male,4,1,7,8,3,12,8,Repub,1,8,8,12,0
20000124,1,TX,female,1,4,7,7,2,NA,NA,Repub,1,3988,7,3988,0
20000127,1,OK,female,3,1,7,17,6,NA,NA,Repub,1,3988,17,3988,0
20000125,1,CO,female,2,2,8,15,5,8,8,Dem,2,8,15,8,1
20000125,1,UT,female,7,2,8,12,5,NA,NA,Repub,1,3988,12,3988,0
20000127,1,OH,female,3,8,3,12,1,NA,NA,Dem,2,3964,12,3964,1
20000128,1,MA,male,3,4,1,28,3,11,NA,NA,997,1003,28,11,0
20000123,1,GA,male,5,1,5,11,9,11,6,Repub,1,6,11,11,0
20000124,1,NY,female,6,1,2,28,7,NA,NA,Dem,2,3988,28,3988,1
20000125,1,LA,male,1,2,7,28,5,13,12,NA,4,12,28,13,0
20000125,1,MS,female,5,2,6,24,9,NA,NA,Repub,1,3988,24,3988,0
20000125,1,WA,female,NA,1,9,9,6,NA,NA,Dem,2,1006,9,1007,1
20000126,1,OR,male,3,4,9,18,3,NA,NA,Repub,1,3988,18,3988,0
20000126,1,MD,female,5,2,5,31,3,NA,NA,Dem,2,3988,31,3988,1
20000126,1,MI,female,6,1,3,4,9,NA,NA,Dem,2,3988,4,3988,1
20000123,1,MI,male,6,1,3,5,5,NA,NA,Repub,1,1003,5,1007,0
20000129,1,NC,female,4,1,5,8,6,NA,NA,Dem,2,3988,8,3988,1
20000126,1,CO,male,5,1,8,9,9,NA,NA,Repub,1,3988,9,3988,0
20000125,1,DE,female,NA,2,5,4,3,NA,NA,NA,997,3988,4,3988,0
20000126,1,MI,female,4,1,3,32,5,NA,NA,NA,997,3988,32,3988,0
20000127,1,NJ,male,8,1,2,21,7,12,11,NA,3,11,21,12,0
20000127,1,TX,female,3,1,7,14,6,NA,NA,Dem,2,3988,14,3988,1
20000123,1,MO,female,2,1,4,16,5,8,11,Repub,1,11,16,8,0
20000128,1,AZ,female,4,4,8,16,5,NA,NA,Repub,1,3988,16,3988,0
20000126,1,MI,female,6,1,3,13,7,NA,NA,Repub,1,3988,13,3988,0
20000125,1,VA,female,8,2,5,20,3,NA,NA,Repub,1,3988,20,3988,0
20000127,1,VA,male,6,8,5,31,6,NA,NA,Dem,2,3988,31,3988,1
20000127,1,TX,female,3,7,7,4,2,11,8,Repub,1,8,4,11,0
20000124,1,TX,male,4,1,7,3,5,NA,NA,Repub,1,3988,3,3988,0
20000129,1,NY,female,1,3,2,18,6,NA,NA,Dem,2,3988,18,3988,1
20000127,1,FL,male,3,4,5,28,5,NA,NA,Dem,2,3988,28,3988,1
20000127,1,KY,female,NA,1,6,16,3,NA,7,Repub,1,7,16,1007,0
20000125,1,IN,female,2,4,3,21,3,8,12,Dem,2,12,21,8,1
20000124,1,IN,male,6,1,3,25,3,9,7,Repub,1,7,25,9,0
20000124,1,KS,male,6,1,4,28,6,NA,NA,Repub,1,3988,28,3988,0
20000127,1,MO,male,4,1,4,7,3,NA,NA,Repub,1,3988,7,3988,0
20000125,1,CA,female,NA,1,9,0,2,10,11,Repub,1,11,0,10,0
20000125,1,CT,female,5,3,1,33,7,NA,NA,Repub,1,3988,33,3988,0
20000127,1,NY,male,6,4,2,17,7,NA,NA,Dem,2,3988,17,3988,1
20000129,1,FL,female,3,1,5,17,3,NA,NA,Repub,1,3988,17,3988,0
20000127,1,MD,male,6,1,5,30,3,8,11,Dem,2,11,30,8,1
20000124,1,OH,female,6,3,3,11,3,NA,NA,Dem,2,3988,11,3988,1
20000129,1,FL,female,3,1,5,21,3,7,10,Dem,2,10,21,7,1
20000126,1,OH,male,6,3,3,25,3,NA,NA,Dem,2,3988,25,3988,1
20000128,1,MA,female,7,4,1,19,6,NA,NA,Repub,1,3988,19,3988,0
20000129,1,TX,male,5,1,7,11,6,10,10,Repub,1,10,11,10,0
20000126,1,NE,female,5,4,4,28,3,NA,NA,Repub,1,3988,28,3988,0
20000127,1,TX,male,5,1,7,17,3,NA,NA,NA,997,3988,17,3988,0
20000123,1,TN,male,8,1,6,24,8,NA,NA,Repub,1,3988,24,3988,0
20000127,1,AZ,male,8,1,8,19,9,12,7,Repub,1,7,19,12,0
20000127,1,CA,female,5,1,9,17,3,NA,NA,Dem,2,3964,17,3964,1
20000125,1,TN,male,4,1,6,0,2,NA,NA,Repub,1,3988,0,3988,0
20000129,1,FL,female,3,1,5,20,3,NA,NA,Dem,2,3988,20,3988,1
20000124,1,FL,female,5,1,5,13,5,9,12,Dem,2,12,13,9,1
20000126,1,IN,female,5,1,3,7,3,NA,NA,Repub,1,3988,7,3988,0
20000125,1,KS,female,2,2,4,8,5,NA,NA,Dem,2,3988,8,3988,1
20000126,1,DE,male,3,1,5,20,3,NA,NA,Dem,2,3988,20,3988,1
20000125,1,NY,male,9,4,2,16,7,8,8,Repub,1,8,16,8,0
20000124,1,IN,female,1,1,3,2,5,NA,NA,NA,3,3988,2,3988,0
20000123,1,IA,female,7,4,4,25,7,10,10,Repub,1,10,25,10,0
20000129,1,OK,female,5,1,7,11,5,NA,NA,NA,3,3988,11,3988,0
20000127,1,CA,male,NA,4,9,28,5,NA,NA,Repub,1,1006,28,1007,0
20000128,1,CT,female,8,1,1,25,7,NA,NA,Dem,2,3988,25,3988,1
20000127,1,PA,female,5,1,2,5,9,10,15,Dem,2,15,5,10,1
20000125,1,GA,male,5,1,5,9,5,9,9,Repub,1,9,9,9,0
20000129,1,MA,female,7,2,1,12,7,9,13,Dem,2,13,12,9,1
20000129,1,GA,male,6,1,5,3,3,14,13,Repub,1,13,3,14,0
20000125,1,KY,female,4,4,6,14,1,8,8,Dem,2,8,14,8,1
20000124,1,AL,male,6,1,6,17,6,NA,NA,Repub,1,3988,17,3988,0
20000124,1,TX,male,NA,4,7,17,5,NA,7,Repub,1,7,17,1004,0
20000126,1,AZ,female,7,6,8,14,1,NA,NA,Dem,2,3988,14,3988,1
20000125,1,MI,male,5,1,3,18,3,NA,NA,Dem,2,3988,18,3988,1
20000126,1,NY,male,6,1,2,28,3,NA,NA,Repub,1,3988,28,3988,0
20000127,1,NJ,male,5,2,2,13,3,7,7,Repub,1,7,13,7,0
20000125,1,MA,female,8,1,1,31,8,12,13,Repub,1,13,31,12,0
20000129,1,MO,female,6,4,4,20,7,NA,NA,Dem,2,3988,20,3988,1
20000124,1,NC,male,5,1,5,14,7,NA,NA,Repub,1,3988,14,3988,0
20000126,1,MA,female,7,6,1,28,7,NA,NA,Repub,1,3988,28,3988,0
20000125,1,NC,female,4,2,5,12,2,NA,NA,Dem,2,3988,12,3988,1
20000125,1,AL,female,6,1,6,4,5,NA,NA,Repub,1,3988,4,3988,0
20000125,1,TX,female,5,1,7,13,8,NA,NA,Repub,1,3988,13,3988,0
20000125,1,TX,female,3,1,7,28,3,9,7,Repub,1,7,28,9,0
20000128,1,TX,female,3,4,7,12,2,13,4,Repub,1,4,12,13,0
20000124,1,MI,male,2,4,3,22,4,NA,NA,Repub,1,3988,22,3988,0
20000128,1,OH,male,2,4,3,21,1,4,NA,Dem,2,3964,21,4,1
20000124,1,FL,female,7,1,5,0,5,NA,NA,Dem,2,3988,0,3988,1
20000126,1,VA,male,2,2,5,21,1,16,6,Repub,1,6,21,16,0
20000124,1,NC,male,3,1,5,10,2,NA,NA,Repub,1,3988,10,3988,0
20000127,1,GA,male,4,1,5,17,3,NA,NA,Dem,2,3988,17,3988,1
20000128,1,WA,male,8,1,9,34,9,15,14,NA,3,14,34,15,0
20000123,1,NC,female,8,1,5,13,7,16,7,Repub,1,7,13,16,0
20000128,1,PA,female,7,5,2,0,3,NA,NA,NA,997,3988,0,3988,0
20000126,1,VA,female,6,6,5,26,9,NA,NA,Repub,1,3988,26,3988,0
20000129,1,VA,male,3,1,5,9,3,NA,NA,Repub,1,3988,9,3988,0
20000126,1,IN,female,8,1,3,15,9,6,11,Dem,2,11,15,6,1
20000124,1,AL,female,2,1,6,14,9,NA,NA,Dem,2,3988,14,3988,1
20000126,1,CA,male,7,1,9,28,9,11,9,Dem,2,9,28,11,1
20000129,1,PA,male,1,2,2,28,5,7,5,Dem,2,5,28,7,1
20000125,1,FL,female,NA,2,5,12,3,NA,NA,Repub,1,3988,12,3988,0
20000127,1,AL,female,5,1,6,23,6,10,12,Dem,2,12,23,10,1
20000125,1,IL,male,NA,1,3,19,3,NA,NA,NA,997,3988,19,3988,0
20000125,1,NM,male,NA,5,8,7,3,NA,8,Dem,2,8,7,3964,1
20000123,1,CA,female,2,6,9,17,5,NA,NA,Dem,2,3988,17,3988,1
20000126,1,CA,female,4,1,9,10,9,NA,NA,Dem,2,3988,10,3988,1
20000127,1,ME,female,1,2,1,10,1,NA,NA,Dem,2,3988,10,3988,1
20000126,1,PA,male,7,1,2,20,9,NA,NA,Repub,1,3988,20,3988,0
20000129,1,NY,male,5,1,2,35,5,7,16,Dem,2,16,35,7,1
20000124,1,TX,male,NA,1,7,0,1,NA,NA,Dem,2,3988,0,3988,1
20000123,1,AL,female,6,1,6,26,6,NA,NA,Dem,2,3988,26,3988,1
20000123,1,IL,female,NA,1,3,16,5,NA,NA,Repub,1,3988,16,3988,0
20000127,1,CA,female,4,2,9,9,5,7,NA,Dem,2,3964,9,7,1
20000123,1,PA,female,6,1,2,19,7,10,11,Dem,2,11,19,10,1
20000126,1,IN,female,7,1,3,28,7,NA,NA,Repub,1,3988,28,3988,0
